,agency_cd,site_no,datetime,145277_99133_00001,145277_99133_00001_cd,145278_99133_00002,145278_99133_00002_cd,145279_99133_00008,145279_99133_00008_cd,145280_00060_00003,145280_00060_00003_cd,145286_00010_00001,145286_00010_00001_cd,145287_00010_00002,145287_00010_00002_cd,145288_00010_00008,145288_00010_00008_cd,145290_00095_00001,145290_00095_00001_cd,145291_00095_00002,145291_00095_00002_cd,145292_00095_00008,145292_00095_00008_cd,145294_00300_00001,145294_00300_00001_cd,145295_00300_00002,145295_00300_00002_cd,145296_00300_00008,145296_00300_00008_cd,145297_00400_00001,145297_00400_00001_cd,145298_00400_00002,145298_00400_00002_cd,145299_00400_00008,145299_00400_00008_cd,241304_63680_00008,241304_63680_00008_cd,241305_63680_00002,241305_63680_00002_cd,241306_63680_00001,241306_63680_00001_cd
90,USGS,2035000,2022-07-22,,,,,,,1950,A,,,,,,,,,,,,,,,,,,,,,,,,,5.9,A:[4],4.5,A:[4],9.6,A:[4]
91,USGS,2035000,2022-07-23,0.19,A,0.14,A,0.18,A,1840,A,32.0,A,28.8,A,30.2,A,198.0,A,193.0,A,196.0,A,8.6,A,6.7,A,7.2,A,8.6,A,7.8,A,8.1,A,4.8,A,3.5,A,11.8,A
92,USGS,2035000,2022-07-24,0.19,A,0.11,A,0.16,A,2060,A,32.1,A,29.6,A,30.6,A,213.0,A,196.0,A,202.0,A,8.5,A,6.6,A,7.2,A,8.7,A,8.0,A,8.2,A,4.3,A,3.2,A,5.3,A
93,USGS,2035000,2022-07-25,,,,,,,1670,A,31.8,A,29.9,A,30.6,A,226.0,A,213.0,A,224.0,A,8.4,A,6.5,A,7.0,A,8.6,A,8.0,A,8.2,A,3.3,A,2.0,A,6.5,A
94,USGS,2035000,2022-07-26,,,,,,,1860,A,30.0,A,28.3,A,29.4,A,225.0,A,161.0,A,216.0,A,7.6,A,6.3,A,6.8,A,8.2,A,7.6,A,7.9,A,3.7,A,2.6,A,8.9,A
95,USGS,2035000,2022-07-27,0.31,A,0.22,A,0.26,A,2090,A,28.3,A,27.1,A,28.1,A,173.0,A,146.0,A,153.0,A,7.2,A,6.4,A,6.7,A,7.6,A,7.5,A,7.5,A,11.7,A,4.9,A,16.9,A
96,USGS,2035000,2022-07-28,0.24,A,0.18,A,0.2,A,2350,A,29.7,A,27.6,A,28.4,A,193.0,A,173.0,A,185.0,A,8.1,A,6.5,A,7.1,A,8.1,A,7.6,A,7.8,A,6.7,A,5.3,A,10.6,A
97,USGS,2035000,2022-07-29,0.22,A,0.16,A,0.18,A,2380,A,29.3,A,28.2,A,28.9,A,207.0,A,184.0,A,200.0,A,7.8,A,6.7,A,7.1,A,8.2,A,7.7,A,7.8,A,5.1,A,3.6,A,8.7,A
98,USGS,2035000,2022-07-30,0.27,A,0.18,A,0.24,A,2830,A,28.7,A,26.5,A,27.9,A,184.0,A,145.0,A,160.0,A,7.6,A,6.4,A,6.8,A,7.7,A,7.4,A,7.6,A,14.4,A,8.6,A,27.6,A
99,USGS,2035000,2022-07-31,0.32,A,0.13,A,0.17,A,3560,A,27.8,A,25.6,A,26.8,A,193.0,A,178.0,A,186.0,A,7.4,A,6.9,A,7.1,A,7.8,A,7.6,A,7.7,A,8.6,A,6.8,A,22.3,A
100,USGS,2035000,2022-08-01,0.32,A,0.2,A,0.23,A,3450,A,27.4,A,25.1,A,26.0,A,191.0,A,178.0,A,184.0,A,7.9,A,7.0,A,7.4,A,7.8,A,7.5,A,7.6,A,10.8,A,7.7,A,20.6,A
101,USGS,2035000,2022-08-02,0.23,A,0.17,A,0.2,A,3870,A,28.7,A,25.6,A,27.0,A,214.0,A,150.0,A,174.0,A,7.9,A,6.8,A,7.2,A,7.9,A,7.4,A,7.6,A,13.8,A,8.8,A,22.3,A
102,USGS,2035000,2022-08-03,0.2,A,0.11,A,0.16,A,3820,A,30.3,A,27.7,A,28.6,A,241.0,A,214.0,A,237.0,A,8.3,A,6.9,A,7.3,A,8.3,A,7.8,A,8.0,A,6.1,A,4.8,A,11.2,A
103,USGS,2035000,2022-08-04,0.15,A,0.09,A,0.12,A,2650,A,31.0,A,28.5,A,29.6,A,248.0,A,240.0,A,243.0,A,8.5,A,6.8,A,7.3,A,8.5,A,7.9,A,8.1,A,4.0,A,3.2,A,6.3,A
104,USGS,2035000,2022-08-05,0.46,A,0.08,A,0.1,A,2520,A,30.8,A,26.2,A,29.6,A,248.0,A,108.0,A,237.0,A,8.2,A,6.6,A,7.1,A,8.5,A,7.2,A,8.1,A,4.2,A,2.5,A,148.0,A
105,USGS,2035000,2022-08-06,,,,,,,3000,A,27.7,A,25.1,A,26.4,A,137.0,A,93.0,A,114.0,A,6.9,A,6.3,A,6.6,A,7.4,A,7.1,A,7.2,A,44.0,A,19.3,A,165.0,A
106,USGS,2035000,2022-08-07,0.23,A,0.13,A,0.16,A,2920,A,29.8,A,26.9,A,28.0,A,188.0,A,137.0,A,172.0,A,8.1,A,6.6,A,7.2,A,8.0,A,7.4,A,7.7,A,8.9,A,7.0,A,19.3,A
107,USGS,2035000,2022-08-08,,,,,,,2690,A,31.0,A,28.2,A,29.4,A,219.0,A,188.0,A,209.0,A,8.2,A,6.8,A,7.2,A,8.3,A,7.8,A,8.0,A,6.6,A,4.6,A,8.4,A
108,USGS,2035000,2022-08-09,0.13,A,0.01,A,0.1,A,2970,A,31.9,A,29.3,A,30.4,A,226.0,A,219.0,A,223.0,A,8.4,A,6.6,A,7.1,A,8.5,A,7.9,A,8.1,A,5.8,A,4.0,A,9.7,A
109,USGS,2035000,2022-08-10,,,,,,,2800,A,32.1,A,29.9,A,30.8,A,225.0,A,202.0,A,217.0,A,8.3,A,6.5,A,6.9,A,8.5,A,7.9,A,8.0,A,4.6,A,2.8,A,59.7,A
110,USGS,2035000,2022-08-11,0.22,A,0.15,A,0.19,A,3060,A,30.1,A,27.5,A,28.3,A,209.0,A,140.0,A,167.0,A,7.0,A,6.2,A,6.6,A,7.9,A,7.5,A,7.5,A,12.7,A,9.0,A,18.0,A
111,USGS,2035000,2022-08-12,0.22,A,0.14,A,0.18,A,3140,A,28.8,A,26.8,A,27.6,A,175.0,A,149.0,A,171.0,A,8.2,A,6.6,A,7.3,A,8.2,A,7.5,A,7.8,A,7.9,A,6.4,A,13.2,A
112,USGS,2035000,2022-08-13,,,,,,,2880,A,28.4,A,26.1,A,27.3,A,191.0,A,175.0,A,181.0,A,8.9,A,7.0,A,7.7,A,8.6,A,7.8,A,8.1,A,5.9,A,4.5,A,9.2,A
113,USGS,2035000,2022-08-14,,,,,,,3120,A,27.3,A,26.2,A,26.8,A,204.0,A,191.0,A,199.0,A,8.5,A,7.2,A,7.6,A,8.4,A,7.9,A,8.1,A,4.4,A,3.3,A,9.6,A
114,USGS,2035000,2022-08-15,,,,,,,2290,A,26.6,A,24.4,A,25.4,A,232.0,A,204.0,A,224.0,A,8.3,A,7.1,A,7.5,A,8.3,A,7.9,A,8.0,A,4.4,A:[4],3.4,A:[4],9.9,A:[4]
115,USGS,2035000,2022-08-16,,,,,,,2050,A,24.8,A,23.6,A,24.1,A,237.0,A,232.0,A,236.0,A,9.1,A,7.3,A,8.0,A,8.4,A,7.8,A,8.0,A,3.8,A,2.7,A,9.2,A
116,USGS,2035000,2022-08-17,,,,,,,2380,A,25.3,A,23.1,A,24.2,A,237.0,A,219.0,A,228.0,A,9.3,A,7.7,A,8.3,A,8.4,A,7.9,A,8.0,A,3.6,A,3.0,A,5.6,A
117,USGS,2035000,2022-08-18,0.2,A,0.13,A,0.15,A,2540,A,26.1,A,23.6,A,24.8,A,237.0,A,220.0,A,231.0,A,9.4,A,7.7,A,8.2,A,8.5,A,7.9,A,8.1,A,3.4,A,2.6,A,8.5,A
118,USGS,2035000,2022-08-19,0.15,A,0.09,A,0.13,A,2340,A,27.2,A,24.8,A,25.8,A,240.0,A,235.0,A,238.0,A,9.6,A,7.5,A,8.2,A,8.7,A,8.0,A,8.2,A,3.2,A,2.6,A,7.7,A
119,USGS,2035000,2022-08-20,0.19,A,0.01,A,0.09,A,2390,A,27.8,A,25.9,A,26.7,A,243.0,A,233.0,A,240.0,A,9.2,A,7.4,A,8.0,A,8.7,A,8.1,A,8.3,A,3.5,A,2.7,A,5.2,A
120,USGS,2035000,2022-08-21,0.14,A,0.05,A,0.09,A,2320,A,26.8,A,25.6,A,26.1,A,233.0,A,194.0,A,221.0,A,8.5,A,7.3,A,7.6,A,8.4,A,7.8,A,8.1,A,3.3,A,2.5,A,20.7,A
121,USGS,2035000,2022-08-22,0.33,A,0.11,A,0.18,A,7580,A,25.8,A,24.4,A,25.2,A,208.0,A,90.0,A,176.0,A,7.4,A,6.6,A,6.8,A,7.8,A,7.2,A,7.6,A,49.1,A:[4],6.0,A:[4],101.0,A:[4]
122,USGS,2035000,2022-08-23,,,,,,,7520,A,24.5,A,22.1,A,23.2,A,90.0,A,46.0,A,62.0,A,6.8,A,6.1,A,6.3,A,7.2,A,6.4,A,6.7,A,103.0,A,51.0,A,208.0,A
123,USGS,2035000,2022-08-24,,,,,,,5500,A,27.1,A,24.5,A,25.6,A,167.0,A,73.0,A,112.0,A,7.1,A,6.7,A,6.9,A,7.5,A,6.9,A,7.2,A,30.0,A,17.9,A,51.5,A
124,USGS,2035000,2022-08-25,,,,,,,4070,A,27.4,A,26.1,A,26.8,A,185.0,A,167.0,A,181.0,A,7.7,A,7.1,A,7.3,A,7.8,A,7.5,A,7.7,A,13.6,A,9.7,A,19.2,A
125,USGS,2035000,2022-08-26,,,,,,,2840,A,28.9,A,26.2,A,27.4,A,205.0,A,177.0,A,184.0,A,8.3,A,7.0,A,7.4,A,8.2,A,7.7,A,7.9,A,10.2,A,8.3,A,33.9,A
126,USGS,2035000,2022-08-27,,,,,,,2630,A,29.6,A,27.0,A,28.2,A,229.0,A,205.0,A,222.0,A,8.5,A,7.0,A,7.4,A,8.4,A,7.8,A,8.0,A,8.4,A,3.8,A,11.7,A
127,USGS,2035000,2022-08-28,,,,,,,2390,A,30.1,A,27.5,A,28.6,A,234.0,A,228.0,A,231.0,A,8.7,A,7.0,A,7.4,A,8.6,A,8.0,A,8.1,A,5.3,A,3.5,A,23.6,A
128,USGS,2035000,2022-08-29,,,,,,,2150,A,30.4,A,28.0,A,29.1,A,234.0,A,230.0,A,230.0,A,8.9,A,6.9,A,7.5,A,8.7,A,8.0,A,8.2,A,4.6,A,3.0,A,8.0,A
129,USGS,2035000,2022-08-30,,,,,,,1930,A,30.1,A,28.2,A,29.0,A,238.0,A,234.0,A,236.0,A,8.9,A,6.8,A,7.3,A,8.7,A,8.0,A,8.2,A,4.1,A,3.1,A,17.8,A
130,USGS,2035000,2022-08-31,,,,,,,1920,A,29.4,A,27.5,A,28.5,A,236.0,A,226.0,A,233.0,A,9.3,A,6.7,A,7.6,A,8.7,A,8.0,A,8.2,A,3.3,A,2.5,A,6.7,A
131,USGS,2035000,2022-09-01,,,,,,,1930,A,29.0,A,26.6,A,27.8,A,226.0,A,204.0,A,210.0,A,9.5,A,7.0,A,7.8,A,8.8,A,8.0,A,8.3,A,3.6,A,2.6,A,7.7,A
132,USGS,2035000,2022-09-02,0.05,A,0.01,A,0.03,A,1840,A,28.9,A,26.3,A,27.6,A,212.0,A,202.0,A,205.0,A,9.7,A,7.0,A,7.9,A,8.9,A,8.0,A,8.4,A,3.7,A,2.4,A,7.1,A
133,USGS,2035000,2022-09-03,,,,,,,1730,A,29.0,A,26.8,A,27.9,A,227.0,A,212.0,A,219.0,A,9.8,A,7.0,A,8.0,A,8.9,A,8.1,A,8.4,A,3.8,A,2.5,A,8.0,A
134,USGS,2035000,2022-09-04,,,,,,,1950,A,28.7,A,27.0,A,27.9,A,240.0,A,227.0,A,229.0,A,9.4,A,7.0,A,7.6,A,8.8,A,8.1,A,8.3,A,,,2.5,A:[4],5.6,A:[4]
135,USGS,2035000,2022-09-05,0.07,A,0.01,A,0.03,A,1730,A,28.4,A,27.1,A,27.7,A,250.0,A,240.0,A,246.0,A,9.4,A,6.9,A,7.6,A,8.8,A,8.1,A,8.3,A,,,,,,
136,USGS,2035000,2022-09-06,0.07,A,0.01,A,0.05,A,1630,A,29.2,A,26.9,A,28.2,A,250.0,A,240.0,A,242.0,A,9.8,A,6.9,A,7.8,A,8.8,A,8.0,A,8.3,A,,,1.3,A:[4],2.4,A:[4]
137,USGS,2035000,2022-09-07,0.08,A,0.04,A,0.05,A,1630,A,29.3,A,27.4,A,28.0,A,242.0,A,233.0,A,240.0,A,9.5,A,6.8,A,7.5,A,8.8,A,8.0,A,8.2,A,1.8,A,1.3,A,3.7,A
138,USGS,2035000,2022-09-08,0.16,A,0.07,A,0.1,A,2450,A,27.7,A,25.8,A,26.6,A,233.0,A,205.0,A,211.0,A,8.0,A,6.7,A,7.2,A,8.2,A,7.8,A,8.0,A,2.6,A,2.0,A,3.9,A
139,USGS,2035000,2022-09-09,0.2,A,0.14,A,0.18,A,3440,A,26.3,A,24.7,A,25.5,A,207.0,A,166.0,A,180.0,A,8.4,A,6.9,A,7.5,A,8.0,A,7.6,A,7.8,A,3.9,A,3.4,A,5.2,A
140,USGS,2035000,2022-09-10,0.19,A,0.1,A,0.12,A,3100,A,25.3,A,24.2,A,24.8,A,193.0,A,169.0,A,174.0,A,8.4,A,7.2,A,7.8,A,8.1,A,7.7,A,7.9,A,3.4,A,2.8,A,4.1,A
141,USGS,2035000,2022-09-11,,,,,,,2650,A,25.6,A,24.2,A,24.6,A,208.0,A,171.0,A,201.0,A,8.9,A,7.3,A,7.6,A,8.3,A,7.6,A,7.8,A,3.3,A,2.5,A,150.0,A
142,USGS,2035000,2022-09-12,,,,,,,2800,A,26.5,A,24.5,A,25.3,A,216.0,A,204.0,A,214.0,A,8.9,A,7.3,A,7.7,A,8.3,A,7.8,A,7.9,A,3.4,A,2.8,A,10.0,A
143,USGS,2035000,2022-09-13,0.23,A,0.1,A,0.13,A,3510,A,26.2,A,24.1,A,25.4,A,219.0,A,145.0,A,211.0,A,8.1,A,7.0,A,7.4,A,8.1,A,7.4,A,7.9,A,3.6,A,2.5,A,13.1,A
144,USGS,2035000,2022-09-14,0.21,A,0.19,A,0.2,A,3610,A,25.4,A,23.4,A,24.1,A,184.0,A,148.0,A,165.0,A,8.2,A,7.1,A,7.6,A,7.9,A,7.4,A,7.7,A,7.6,A,5.7,A,11.5,A
145,USGS,2035000,2022-09-15,0.21,A,0.11,A,0.15,A,2930,A,25.3,A,23.2,A,24.2,A,212.0,A,184.0,A,202.0,A,9.1,A,7.4,A,8.1,A,8.4,A,7.7,A,8.0,A,3.6,A,3.0,A,6.0,A
146,USGS,2035000,2022-09-16,0.11,A,0.07,A,0.09,A,2560,A,25.5,A,23.4,A,24.4,A,214.0,A,201.0,A,210.0,A,9.4,A,7.6,A,8.2,A,8.6,A,7.9,A,8.2,A,2.6,A,2.0,A,4.4,A
147,USGS,2035000,2022-09-17,0.09,A,0.03,A,0.07,A,2270,A,25.6,A,23.4,A,24.5,A,201.0,A,196.0,A,198.0,A,9.7,A,7.7,A,8.3,A,8.8,A,8.0,A,8.3,A,2.2,A,1.8,A,3.3,A
148,USGS,2035000,2022-09-18,,,,,,,2020,A,25.5,A,23.3,A,24.4,A,218.0,A,199.0,A,210.0,A,9.8,A,7.7,A,8.3,A,8.8,A,8.1,A,8.4,A,2.1,A,1.6,A,8.3,A
149,USGS,2035000,2022-09-19,,,,,,,1890,A,25.7,A,23.6,A,24.9,A,236.0,A,218.0,A,230.0,A,9.6,A,7.6,A,8.1,A,8.8,A,8.1,A,8.4,A,1.7,A,1.4,A,2.4,A
150,USGS,2035000,2022-09-20,,,,,,,1790,A,26.7,A,24.1,A,25.5,A,246.0,A,236.0,A,243.0,A,9.7,A,7.5,A,8.0,A,8.8,A,8.1,A,8.4,A,1.6,A,1.2,A,4.2,A
151,USGS,2035000,2022-09-21,,,,,,,1730,A,27.0,A,24.5,A,25.9,A,246.0,A,243.0,A,244.0,A,9.8,A,7.3,A,8.0,A,8.8,A,8.1,A,8.3,A,1.5,A,1.0,A,3.2,A
152,USGS,2035000,2022-09-22,0.05,A,0.01,A,0.04,A,1600,A,25.9,A,23.7,A,25.3,A,246.0,A,240.0,A,242.0,A,8.8,A,7.2,A,7.7,A,8.6,A,8.1,A,8.2,A,1.4,A,1.0,A,5.5,A
153,USGS,2035000,2022-09-23,0.07,A,0.03,A,0.05,A,1570,A,23.7,A,21.7,A,22.9,A,244.0,A,234.0,A,237.0,A,9.9,A,7.4,A,8.4,A,8.7,A,8.0,A,8.2,A,1.4,A,1.0,A,3.4,A
154,USGS,2035000,2022-09-24,0.07,A,0.02,A,0.04,A,1640,A,22.2,A,20.6,A,21.5,A,238.0,A,235.0,A,236.0,A,10.1,A,8.0,A,8.8,A,8.7,A,8.0,A,8.3,A,1.4,A,1.1,A,3.1,A
155,USGS,2035000,2022-09-25,0.07,A,0.02,A,0.05,A,1730,A,21.7,A,20.3,A,21.1,A,239.0,A,235.0,A,238.0,A,9.7,A,8.1,A,8.5,A,8.6,A,8.1,A,8.2,A,1.3,A,0.9,A,2.0,A
156,USGS,2035000,2022-09-26,0.08,A,0.03,A,0.06,A,1690,A:e,22.5,A,20.4,A,21.5,A,249.0,A,235.0,A,244.0,A,9.9,A,8.0,A,8.6,A,8.7,A,8.0,A,8.3,A,1.4,A,1.0,A,3.9,A
157,USGS,2035000,2022-09-27,,,,,,,1480,A:e,22.2,A,20.2,A,21.2,A,258.0,A,249.0,A,253.0,A,10.1,A,8.0,A,8.8,A,8.7,A,8.1,A,8.3,A,1.3,A,1.0,A,2.6,A
158,USGS,2035000,2022-09-28,,,,,,,1410,A,21.3,A,19.1,A,20.3,A,268.0,A,258.0,A,263.0,A,10.3,A,8.2,A,9.0,A,8.7,A,8.1,A,8.4,A,1.1,A,0.8,A,3.9,A
159,USGS,2035000,2022-09-29,,,,,,,1280,A,20.0,A,18.6,A,19.4,A,276.0,A,268.0,A,272.0,A,10.4,A,8.3,A,9.3,A,8.7,A,8.1,A,8.4,A,1.2,A,1.0,A,2.9,A
160,USGS,2035000,2022-09-30,,,,,,,1370,A,19.0,A,16.8,A,17.8,A,276.0,A,262.0,A,274.0,A,9.5,A,8.6,A,8.9,A,8.4,A,8.1,A,8.3,A,1.3,A,1.0,A,13.2,A
161,USGS,2035000,2022-10-01,,,,,,,1540,A,16.9,A,16.4,A,16.6,A,262.0,A,251.0,A,257.0,A,9.5,A,8.7,A,8.8,A,8.1,A,7.8,A,8.0,A,2.0,A,1.5,A,6.3,A
162,USGS,2035000,2022-10-02,0.1,A,0.06,A,0.08,A,1940,A,16.5,A,15.8,A,16.5,A,253.0,A,220.0,A,234.0,A,9.0,A,8.6,A,8.8,A,7.8,A,7.8,A,7.8,A,1.8,A,1.5,A,2.6,A
163,USGS,2035000,2022-10-03,0.22,A,0.09,A,0.14,A,3220,A,15.8,A,15.1,A,15.5,A,228.0,A,206.0,A,220.0,A,9.8,A,8.8,A,9.4,A,7.9,A,7.7,A,7.8,A,2.6,A,2.0,A,3.9,A
164,USGS,2035000,2022-10-04,0.22,A,0.15,A,0.17,A,3750,A,15.6,A,14.8,A,15.2,A,206.0,A,198.0,A,200.0,A,9.9,A,9.3,A,9.5,A,7.9,A,7.7,A,7.8,A,2.9,A,2.3,A,4.0,A
165,USGS,2035000,2022-10-05,0.22,A,0.16,A,0.2,A,4060,A,17.2,A,15.5,A,16.4,A,261.0,A,205.0,A,239.0,A,9.8,A,9.2,A,9.4,A,8.1,A,7.8,A,7.9,A,2.9,A,2.4,A,3.6,A
166,USGS,2035000,2022-10-06,0.21,A,0.11,A,0.15,A,3260,A,19.0,A,16.5,A,17.6,A,288.0,A,261.0,A,274.0,A,9.9,A,9.0,A,9.2,A,8.2,A,7.9,A,8.0,A,2.0,A,1.6,A,2.8,A
167,USGS,2035000,2022-10-07,0.14,A,0.09,A,0.11,A,2790,A,19.7,A,17.5,A,18.4,A,298.0,A,285.0,A,294.0,A,9.9,A,8.8,A,9.0,A,8.3,A,8.0,A,8.1,A,1.9,A,1.3,A,3.3,A
168,USGS,2035000,2022-10-08,0.11,A,0.05,A,0.09,A,2330,A,19.4,A,18.0,A,18.7,A,285.0,A,251.0,A,256.0,A,10.0,A,8.7,A,9.1,A,8.4,A,8.0,A,8.1,A,1.8,A,1.4,A,2.6,A
169,USGS,2035000,2022-10-09,0.09,A,0.03,A,0.05,A,2000,A,18.3,A,16.5,A,17.5,A,277.0,A,258.0,A,269.0,A,10.5,A,9.0,A,9.4,A,8.5,A,8.1,A,8.2,A,1.6,A,1.1,A,6.2,A
170,USGS,2035000,2022-10-10,0.1,A,0.01,A,0.05,A,1930,A,17.7,A,15.5,A,16.6,A,277.0,A,265.0,A,272.0,A,10.7,A,9.3,A,9.7,A,8.5,A,8.1,A,8.2,A,1.4,A,1.0,A,7.8,A
171,USGS,2035000,2022-10-11,0.12,A,0.01,A,0.06,A,1730,A,17.6,A,15.0,A,16.5,A,266.0,A,246.0,A,252.0,A,11.0,A,9.4,A,9.9,A,8.6,A,8.1,A,8.2,A,1.2,A,1.0,A,4.7,A
172,USGS,2035000,2022-10-12,0.13,A,0.07,A,0.1,A,1720,A,16.9,A,15.4,A,16.4,A,247.0,A,243.0,A,245.0,A,10.8,A,9.4,A,9.8,A,8.5,A,8.1,A,8.2,A,1.3,A,0.9,A,2.3,A
173,USGS,2035000,2022-10-13,,,,,,,1700,A,,,,,,,,,,,,,,,,,,,,,,,,,1.4,A:[4],0.9,A:[4],7.6,A:[4]
174,USGS,2035000,2022-10-14,0.07,A,0.03,A,0.05,A,1680,A,19.6,A,17.5,A,18.4,A,259.0,A,250.0,A,257.0,A,10.3,A,8.6,A,9.1,A,8.5,A,8.0,A,8.1,A,1.3,A,0.9,A,2.8,A
175,USGS,2035000,2022-10-15,0.04,A,0.02,A,0.03,A,1890,A:e,18.5,A,16.9,A,17.8,A,250.0,A,244.0,A,247.0,A,10.2,A,8.7,A,9.2,A,8.4,A,8.0,A,8.1,A,1.7,A,1.1,A,5.0,A
176,USGS,2035000,2022-10-16,0.04,A,0.01,A,0.02,A,2210,A,18.0,A,16.9,A,17.6,A,245.0,A,232.0,A,238.0,A,9.7,A,8.8,A,9.0,A,8.2,A,7.9,A,8.0,A,1.6,A,1.1,A,2.4,A
177,USGS,2035000,2022-10-17,,,,,,,1920,A,18.3,A,17.3,A,17.7,A,232.0,A,224.0,A,228.0,A,9.8,A,8.5,A,8.9,A,8.2,A,7.9,A,8.0,A,1.8,A,1.2,A,3.3,A
178,USGS,2035000,2022-10-18,,,,,,,1830,A:e,17.5,A,15.3,A,16.6,A,224.0,A,215.0,A,218.0,A,10.1,A,8.7,A,9.3,A,8.3,A,7.9,A,8.0,A,1.5,A,1.2,A,3.0,A
179,USGS,2035000,2022-10-19,,,,,,,2130,A:e,15.3,A,13.4,A,14.2,A,216.0,A,214.0,A,214.0,A,10.5,A,9.2,A,9.8,A,8.3,A,7.9,A,8.1,A,1.4,A,1.1,A,3.4,A
180,USGS,2035000,2022-10-20,0.02,A,0.01,A,0.01,A,2060,A:e,13.8,A,12.3,A,13.2,A,225.0,A,214.0,A,220.0,A,11.0,A,9.8,A,10.2,A,8.4,A,7.9,A,8.1,A,1.2,A,1.0,A,3.1,A
181,USGS,2035000,2022-10-21,,,,,,,1910,A,14.1,A,12.0,A,13.1,A,228.0,A,225.0,A,225.0,A,11.2,A,10.0,A,10.4,A,8.4,A,8.0,A,8.1,A,1.2,A,1.0,A,3.1,A
182,USGS,2035000,2022-10-22,0.04,A,0.03,A,0.04,A,1840,A,14.3,A,12.1,A,13.4,A,231.0,A,228.0,A,230.0,A,11.2,A,10.0,A,10.4,A,8.4,A,8.0,A,8.1,A,1.2,A,1.0,A,2.8,A
183,USGS,2035000,2022-10-23,0.06,A,0.02,A,0.03,A,1780,A,14.1,A,12.6,A,13.4,A,233.0,A,230.0,A,232.0,A,11.2,A,10.0,A,10.4,A,8.4,A,8.0,A,8.1,A,1.3,A,1.0,A,2.3,A
