,agency_cd,site_no,datetime,145277_99133_00001,145277_99133_00001_cd,145278_99133_00002,145278_99133_00002_cd,145279_99133_00008,145279_99133_00008_cd,145280_00060_00003,145280_00060_00003_cd,145286_00010_00001,145286_00010_00001_cd,145287_00010_00002,145287_00010_00002_cd,145288_00010_00008,145288_00010_00008_cd,145290_00095_00001,145290_00095_00001_cd,145291_00095_00002,145291_00095_00002_cd,145292_00095_00008,145292_00095_00008_cd,145294_00300_00001,145294_00300_00001_cd,145295_00300_00002,145295_00300_00002_cd,145296_00300_00008,145296_00300_00008_cd,145297_00400_00001,145297_00400_00001_cd,145298_00400_00002,145298_00400_00002_cd,145299_00400_00008,145299_00400_00008_cd,241304_63680_00008,241304_63680_00008_cd,241305_63680_00002,241305_63680_00002_cd,241306_63680_00001,241306_63680_00001_cd
276,USGS,2035000,2023-01-24,0.43,P,0.41,P,0.42,P,5220,A,6.0,P,5.0,P,5.3,P,138.0,P,136.0,P,138.0,P,12.5,P,12.2,P,12.4,P,7.7,P,7.7,P,7.7,P,5.6,P,4.8,P,12.9,P
277,USGS,2035000,2023-01-25,0.44,P,0.4,P,0.42,P,5050,A,5.3,P,4.8,P,5.1,P,142.0,P,134.0,P,139.0,P,12.5,P,12.3,P,12.4,P,7.7,P,7.6,P,7.6,P,5.2,P,4.5,P,14.9,P
278,USGS,2035000,2023-01-26,0.45,P,0.38,P,0.41,P,7780,A,5.1,P,4.4,P,4.8,P,134.0,P,100.0,P,104.0,P,12.3,P,12.3,P,12.3,P,7.6,P,7.4,P,7.5,P,30.8,P,10.7,P,35.9,P
279,USGS,2035000,2023-01-27,0.46,P,0.43,P,0.44,P,9040,A,5.3,P,4.6,P,4.8,P,115.0,P,105.0,P,111.0,P,12.4,P,12.2,P,12.3,P,7.5,P,7.4,P,7.5,P,26.4,P,21.4,P,36.5,P
280,USGS,2035000,2023-01-28,0.48,P,0.44,P,0.46,P,9380,A,5.3,P,4.4,P,4.8,P,142.0,P,115.0,P,129.0,P,12.6,P,12.4,P,12.5,P,7.7,P,7.5,P,7.6,P,20.8,P,17.1,P,22.8,P
281,USGS,2035000,2023-01-29,0.47,P,0.43,P,0.46,P,8780,A,5.2,P,5.0,P,5.1,P,157.0,P,142.0,P,153.0,P,12.5,P,12.4,P,12.5,P,7.7,P,7.7,P,7.7,P,11.6,P,10.5,P,17.7,P
282,USGS,2035000,2023-01-30,0.45,P,0.42,P,0.43,P,7770,A,6.2,P,5.2,P,5.7,P,150.0,P,147.0,P,148.0,P,12.5,P,12.3,P,12.4,P,7.8,P,7.7,P,7.7,P,8.7,P,7.5,P,10.8,P
283,USGS,2035000,2023-01-31,0.45,P,0.42,P,0.43,P,7170,A,6.5,P,6.2,P,6.4,P,150.0,P,140.0,P,146.0,P,12.3,P,12.0,P,12.0,P,7.7,P,7.7,P,7.7,P,7.3,P,6.9,P,8.1,P
284,USGS,2035000,2023-02-01,0.45,P,0.42,P,0.42,P,7280,A,6.2,P,5.6,P,6.0,P,140.0,P,118.0,P,130.0,P,12.2,P,12.0,P,12.1,P,7.7,P,7.6,P,7.6,P,7.7,P,7.1,P,10.6,P
285,USGS,2035000,2023-02-02,0.45,P,0.41,P,0.44,P,7900,A:e,5.6,P,5.0,P,5.2,P,118.0,P,114.0,P,116.0,P,12.4,P,12.2,P,12.3,P,7.6,P,7.6,P,7.6,P,9.9,P,9.4,P,10.8,P
286,USGS,2035000,2023-02-03,0.45,P,0.44,P,0.45,P,7580,A,5.6,P,4.8,P,5.0,P,121.0,P,116.0,P,119.0,P,12.5,P,12.4,P,12.4,P,7.6,P,7.6,P,7.6,P,9.0,P,8.4,P,10.9,P
287,USGS,2035000,2023-02-04,0.46,P,0.44,P,0.45,P,7230,A,4.9,P,3.9,P,4.2,P,130.0,P,121.0,P,127.0,P,13.1,P,12.5,P,12.8,P,7.7,P,7.6,P,7.7,P,7.9,P,7.2,P,9.3,P
288,USGS,2035000,2023-02-05,0.46,P,0.42,P,0.43,P,6630,A,4.8,P,3.6,P,4.0,P,136.0,P,130.0,P,134.0,P,13.1,P,13.0,P,13.0,P,7.7,P,7.7,P,7.7,P,6.8,P,6.1,P,8.1,P
289,USGS,2035000,2023-02-06,0.42,P,0.41,P,0.41,P,6290,P,5.8,P,4.6,P,5.1,P,140.0,P,133.0,P,136.0,P,13.0,P,12.6,P,12.7,P,7.7,P,7.7,P,7.7,P,5.8,P,5.3,P,7.6,P
290,USGS,2035000,2023-02-07,0.42,P,0.39,P,0.4,P,5900,P,6.3,P,5.1,P,5.6,P,146.0,P,140.0,P,141.0,P,12.6,P,12.4,P,12.5,P,7.7,P,7.7,P,7.7,P,5.6,P,5.2,P,6.2,P
291,USGS,2035000,2023-02-08,0.41,P,0.37,P,0.38,P,5580,P,7.8,P,6.1,P,6.9,P,146.0,P,141.0,P,142.0,P,12.4,P,12.0,P,12.2,P,7.8,P,7.7,P,7.7,P,5.3,P,4.8,P,5.8,P
292,USGS,2035000,2023-02-09,0.39,P,0.35,P,0.37,P,5360,P,9.1,P,7.5,P,8.2,P,143.0,P,142.0,P,142.0,P,12.0,P,11.5,P,11.8,P,7.7,P,7.7,P,7.7,P,5.1,P,4.7,P,5.7,P
293,USGS,2035000,2023-02-10,0.37,P,0.34,P,0.36,P,4990,P,10.4,P,9.1,P,9.8,P,143.0,P,137.0,P,141.0,P,11.5,P,11.1,P,11.3,P,7.8,P,7.6,P,7.7,P,4.8,P,4.1,P,5.6,P
294,USGS,2035000,2023-02-11,0.35,P,0.33,P,0.34,P,4810,P,10.3,P,9.6,P,9.9,P,141.0,P,138.0,P,139.0,P,11.3,P,10.9,P,11.1,P,7.8,P,7.7,P,7.7,P,4.7,P,4.0,P,5.5,P
295,USGS,2035000,2023-02-12,0.35,P,0.32,P,0.33,P,5160,P,9.7,P,7.3,P,8.8,P,142.0,P,108.0,P,140.0,P,11.3,P,11.0,P,11.1,P,7.7,P,7.4,P,7.6,P,6.6,P,4.7,P,68.2,P
296,USGS,2035000,2023-02-13,0.43,P,0.33,P,0.41,P,15500,P,7.3,P,6.2,P,6.8,P,108.0,P,69.0,P,78.0,P,11.5,P,11.3,P,11.4,P,7.5,P,7.1,P,7.2,P,93.0,P,42.9,P,156.0,P
297,USGS,2035000,2023-02-14,0.44,P,0.34,P,0.41,P,25300,P,8.3,P,6.3,P,6.8,P,179.0,P,84.0,P,114.0,P,11.6,P,10.9,P,11.5,P,7.7,P,7.2,P,7.5,P,92.3,P,53.5,P,151.0,P
298,USGS,2035000,2023-02-15,0.46,P,0.34,P,0.45,P,24700,P,8.8,P,7.5,P,8.0,P,179.0,P,121.0,P,157.0,P,11.4,P,11.0,P,11.3,P,7.8,P,7.6,P,7.7,P,111.0,P,83.6,P,144.0,P
299,USGS,2035000,2023-02-16,0.48,P,0.44,P,0.46,P,16600,P,9.8,P,8.7,P,8.9,P,121.0,P,97.0,P,100.0,P,11.2,P,10.9,P,11.1,P,7.6,P,7.5,P,7.5,P,71.2,P,50.2,P,125.0,P
300,USGS,2035000,2023-02-17,0.49,P,0.47,P,0.48,P,13200,P,10.4,P,9.8,P,10.1,P,101.0,P,97.0,P,100.0,P,10.9,P,10.6,P,10.6,P,7.5,P,7.4,P,7.5,P,39.6,P,27.1,P,60.5,P
301,USGS,2035000,2023-02-18,0.52,P,0.47,P,0.49,P,18800,P,10.0,P,9.2,P,9.6,P,123.0,P,87.0,P,90.0,P,10.9,P,10.6,P,10.7,P,7.6,P,7.3,P,7.4,P,48.2,P,29.4,P,83.8,P
302,USGS,2035000,2023-02-19,0.57,P,0.46,P,0.53,P,32000,P,9.5,P,9.0,P,9.2,P,150.0,P,110.0,P,138.0,P,11.1,P,10.8,P,11.0,P,7.8,P,7.6,P,7.7,P,156.0,P,77.1,P,205.0,P
303,USGS,2035000,2023-02-20,0.5,P,0.45,P,0.47,P,20500,P,9.0,P,8.7,P,8.8,P,110.0,P,91.0,P,92.0,P,11.2,P,11.0,P,11.2,P,7.6,P,7.4,P,7.5,P,116.0,P,76.9,P,161.0,P
304,USGS,2035000,2023-02-21,0.54,P,0.49,P,0.52,P,17400,P,9.4,P,8.6,P,8.9,P,108.0,P,93.0,P,98.0,P,11.1,P,11.0,P,11.1,P,7.6,P,7.4,P,7.5,P,63.2,P,41.8,P,88.2,P
305,USGS,2035000,2023-02-22,0.56,P,0.52,P,0.54,P,16200,P,9.5,P,9.0,P,9.2,P,120.0,P,108.0,P,116.0,P,11.1,P,11.0,P,11.0,P,7.6,P,7.5,P,7.6,P,30.5,P,22.6,P,42.7,P
306,USGS,2035000,2023-02-23,0.53,P,0.48,P,0.5,P,13700,P,10.6,P,9.5,P,9.9,P,126.0,P,120.0,P,123.0,P,11.0,P,10.8,P,10.8,P,7.6,P,7.5,P,7.6,P,22.5,P:[4],20.7,P:[4],26.9,P:[4]
307,USGS,2035000,2023-02-24,0.5,P,0.47,P,0.48,P,10800,P,10.9,P,10.4,P,10.6,P,124.0,P,122.0,P,124.0,P,10.8,P,10.6,P,10.7,P,7.6,P,7.5,P,7.6,P,17.4,P,14.6,P,21.3,P
308,USGS,2035000,2023-02-25,0.48,P,0.47,P,0.48,P,9190,P,10.9,P,9.4,P,9.9,P,125.0,P,123.0,P,125.0,P,10.9,P,10.6,P,10.8,P,7.6,P,7.5,P,7.6,P,13.2,P,11.5,P,15.8,P
309,USGS,2035000,2023-02-26,0.49,P,0.46,P,0.48,P,8380,P,9.8,P,9.0,P,9.3,P,129.0,P,125.0,P,128.0,P,11.1,P,10.9,P,11.0,P,7.6,P,7.6,P,7.6,P,10.9,P,9.6,P,12.9,P
310,USGS,2035000,2023-02-27,0.51,P,0.48,P,0.49,P,7600,P,9.6,P,9.1,P,9.2,P,131.0,P,127.0,P,129.0,P,11.0,P,10.9,P,11.0,P,7.6,P,7.6,P,7.6,P,9.8,P,8.7,P,12.1,P
311,USGS,2035000,2023-02-28,0.51,P,0.49,P,0.5,P,7350,P,10.9,P,9.2,P,10.0,P,130.0,P,126.0,P,129.0,P,11.0,P,10.7,P,10.9,P,7.7,P,7.6,P,7.6,P,8.7,P,8.0,P,9.9,P
312,USGS,2035000,2023-03-01,0.5,P,0.47,P,0.48,P,7340,P,11.2,P,10.6,P,10.8,P,134.0,P,125.0,P,128.0,P,10.7,P,10.6,P,10.7,P,7.7,P,7.6,P,7.6,P,8.7,P,7.7,P,10.4,P
313,USGS,2035000,2023-03-02,0.5,P,0.47,P,0.48,P,6900,P,11.7,P,10.9,P,11.4,P,136.0,P,131.0,P,133.0,P,10.6,P,10.4,P,10.5,P,7.7,P,7.6,P,7.7,P,8.4,P,6.9,P,9.6,P
314,USGS,2035000,2023-03-03,0.49,P,0.47,P,0.48,P,6740,P,11.5,P,10.3,P,11.0,P,138.0,P,135.0,P,137.0,P,10.4,P,10.3,P,10.4,P,7.6,P,7.6,P,7.6,P,7.8,P,6.6,P,9.3,P
315,USGS,2035000,2023-03-04,0.49,P,0.41,P,0.46,P,7800,P,10.8,P,9.7,P,10.3,P,138.0,P,114.0,P,130.0,P,10.7,P,10.4,P,10.6,P,7.7,P,7.5,P,7.6,P,13.2,P,7.9,P,21.1,P
316,USGS,2035000,2023-03-05,0.48,P,0.44,P,0.47,P,11400,P,10.8,P,9.8,P,10.2,P,140.0,P,115.0,P,127.0,P,10.8,P,10.7,P,10.7,P,7.7,P,7.5,P,7.6,P,19.6,P,17.2,P,25.4,P
317,USGS,2035000,2023-03-06,0.49,P,0.45,P,0.47,P,14000,P,11.2,P,10.5,P,10.8,P,159.0,P,140.0,P,151.0,P,10.7,P,10.5,P,10.6,P,7.8,P,7.7,P,7.8,P,25.6,P,20.6,P,38.5,P
318,USGS,2035000,2023-03-07,0.46,P,0.44,P,0.45,P,12100,P,11.7,P,10.8,P,11.1,P,161.0,P,155.0,P,160.0,P,10.6,P,10.5,P,10.5,P,7.8,P,7.8,P,7.8,P,20.4,P,18.6,P,22.8,P
319,USGS,2035000,2023-03-08,0.44,P,0.39,P,0.41,P,10700,P,11.1,P,10.2,P,10.8,P,155.0,P,130.0,P,138.0,P,10.8,P,10.5,P,10.7,P,7.8,P,7.6,P,7.7,P,17.9,P,15.4,P,26.2,P
320,USGS,2035000,2023-03-09,0.4,P,0.38,P,0.39,P,9210,P,10.9,P,9.9,P,10.6,P,130.0,P,125.0,P,127.0,P,10.9,P,10.7,P,10.9,P,7.7,P,7.6,P,7.7,P,13.0,P,11.4,P,19.4,P
321,USGS,2035000,2023-03-10,0.4,P,0.39,P,0.39,P,8300,P,10.6,P,9.6,P,10.0,P,128.0,P,126.0,P,127.0,P,10.9,P,10.8,P,10.8,P,7.7,P,7.6,P,7.6,P,9.8,P,8.5,P,13.3,P
322,USGS,2035000,2023-03-11,0.4,P,0.38,P,0.39,P,7450,P,10.0,P,9.0,P,9.5,P,128.0,P,126.0,P,127.0,P,11.1,P,10.8,P,11.0,P,7.7,P,7.6,P,7.7,P,,,7.6,P:[4],9.1,P:[4]
323,USGS,2035000,2023-03-12,0.4,P,0.38,P,0.39,P,7090,P,9.4,P,7.8,P,8.7,P,129.0,P,126.0,P,128.0,P,11.4,P,11.0,P,11.1,P,7.7,P,7.7,P,7.7,P,6.9,P,6.2,P,8.1,P
324,USGS,2035000,2023-03-13,0.4,P,0.38,P,0.39,P,6840,P,8.6,P,7.5,P,8.0,P,131.0,P,128.0,P,129.0,P,11.5,P,11.4,P,11.5,P,7.7,P,7.7,P,7.7,P,6.4,P:[4],5.8,P:[4],7.1,P:[4]
325,USGS,2035000,2023-03-14,0.4,P,0.37,P,0.38,P,6500,P,8.7,P,7.6,P,8.0,P,135.0,P,130.0,P,132.0,P,11.7,P,11.4,P,11.5,P,7.8,P,7.7,P,7.7,P,6.5,P,5.9,P,12.8,P
326,USGS,2035000,2023-03-15,0.41,P,0.38,P,0.39,P,6090,P,8.6,P,7.1,P,7.6,P,137.0,P,134.0,P,135.0,P,11.8,P,11.6,P,11.7,P,7.8,P,7.7,P,7.8,P,5.9,P,5.4,P,7.0,P
327,USGS,2035000,2023-03-16,0.4,P,0.38,P,0.39,P,5640,P,9.4,P,7.5,P,8.2,P,141.0,P,137.0,P,139.0,P,11.7,P,11.5,P,11.6,P,7.8,P,7.7,P,7.8,P,5.6,P,4.9,P,17.2,P
328,USGS,2035000,2023-03-17,0.39,P,0.37,P,0.38,P,5340,P,10.3,P,9.1,P,9.4,P,143.0,P,140.0,P,142.0,P,11.6,P,11.0,P,11.2,P,7.8,P,7.7,P,7.8,P,5.3,P,4.9,P,5.7,P
329,USGS,2035000,2023-03-18,0.38,P,0.36,P,0.37,P,4990,P,11.8,P,10.1,P,10.8,P,142.0,P,139.0,P,139.0,P,11.0,P,10.8,P,10.9,P,7.8,P,7.7,P,7.8,P,5.3,P,4.5,P,6.4,P
330,USGS,2035000,2023-03-19,0.36,P,0.33,P,0.35,P,4870,P,11.2,P,9.9,P,10.5,P,144.0,P,141.0,P,142.0,P,11.3,P,10.7,P,10.9,P,7.9,P,7.7,P,7.8,P,4.9,P,4.2,P,6.4,P
331,USGS,2035000,2023-03-20,0.34,P,0.31,P,0.33,P,4640,P,10.6,P,8.9,P,9.7,P,145.0,P,143.0,P,144.0,P,11.6,P,11.0,P,11.3,P,7.9,P,7.7,P,7.8,P,4.5,P,3.8,P,12.5,P
332,USGS,2035000,2023-03-21,0.32,P,0.29,P,0.31,P,4510,P,10.7,P,8.7,P,9.5,P,148.0,P,145.0,P,146.0,P,11.8,P,11.2,P,11.5,P,7.9,P,7.7,P,7.8,P,3.9,P,3.3,P,5.3,P
333,USGS,2035000,2023-03-22,0.3,P,0.27,P,0.29,P,4310,P,11.1,P,9.9,P,10.4,P,150.0,P,146.0,P,148.0,P,11.6,P,11.1,P,11.4,P,8.0,P,7.7,P,7.8,P,4.1,P,3.3,P,15.5,P
334,USGS,2035000,2023-03-23,0.28,P,0.26,P,0.27,P,4200,P,13.3,P,10.6,P,11.8,P,153.0,P,149.0,P,152.0,P,11.3,P,10.8,P,11.0,P,8.0,P,7.8,P,7.8,P,4.2,P,3.6,P,8.9,P
335,USGS,2035000,2023-03-24,0.28,P,0.26,P,0.27,P,4000,P,15.5,P,13.1,P,14.6,P,154.0,P,151.0,P,152.0,P,10.8,P,10.0,P,10.3,P,8.0,P,7.7,P,7.9,P,4.4,P,3.8,P,13.8,P
336,USGS,2035000,2023-03-25,0.28,P,0.26,P,0.27,P,4110,P,14.9,P,14.2,P,14.5,P,152.0,P,145.0,P,149.0,P,10.1,P,9.4,P,9.7,P,7.9,P,7.7,P,7.8,P,5.0,P,4.0,P,12.3,P
337,USGS,2035000,2023-03-26,0.27,P,0.25,P,0.26,P,4240,P,15.7,P,13.5,P,14.4,P,148.0,P,143.0,P,146.0,P,10.8,P,9.6,P,10.1,P,8.0,P,7.7,P,7.8,P,5.4,P,4.4,P,11.0,P
338,USGS,2035000,2023-03-27,0.27,P,0.24,P,0.26,P,4220,P,15.5,P,14.3,P,14.6,P,150.0,P,145.0,P,147.0,P,10.7,P,9.6,P,10.0,P,8.1,P,7.7,P,7.8,P,4.7,P,3.8,P,6.3,P
339,USGS,2035000,2023-03-28,0.25,P,0.21,P,0.23,P,4060,P,15.1,P,14.1,P,14.6,P,151.0,P,150.0,P,150.0,P,10.7,P,9.6,P,10.0,P,8.1,P,7.7,P,7.8,P,4.6,P,3.4,P,8.0,P
340,USGS,2035000,2023-03-29,0.24,P,0.22,P,0.24,P,4110,P,15.2,P,13.3,P,14.2,P,153.0,P,150.0,P,152.0,P,11.2,P,9.7,P,10.4,P,8.3,P,7.7,P,7.9,P,4.5,P,3.6,P,7.3,P
341,USGS,2035000,2023-03-30,0.23,P,0.18,P,0.21,P,3970,P,15.2,P,13.3,P,14.1,P,151.0,P,149.0,P,150.0,P,11.6,P,9.8,P,10.6,P,8.4,P,7.8,P,8.0,P,4.1,P,3.4,P,5.6,P
342,USGS,2035000,2023-03-31,0.18,P,0.16,P,0.16,P,3780,P,14.1,P,13.4,P,13.7,P,155.0,P,149.0,P,152.0,P,10.9,P,9.9,P,10.4,P,8.1,P,7.8,P,7.9,P,4.4,P,3.7,P,15.0,P
343,USGS,2035000,2023-04-01,0.19,P,0.15,P,0.16,P,3920,P,15.6,P,13.5,P,14.2,P,149.0,P,133.0,P,147.0,P,10.8,P,9.7,P,9.9,P,8.1,P,7.7,P,7.8,P,6.6,P,3.9,P,18.0,P
344,USGS,2035000,2023-04-02,0.22,P,0.15,P,0.19,P,4600,P,16.1,P,14.1,P,14.8,P,140.0,P,130.0,P,132.0,P,11.0,P,9.3,P,10.0,P,8.3,P,7.6,P,7.9,P,9.2,P,7.3,P,12.3,P
345,USGS,2035000,2023-04-03,0.17,P,0.15,P,0.16,P,4890,P,16.0,P,14.3,P,15.0,P,147.0,P,140.0,P,145.0,P,11.1,P,9.5,P,10.1,P,8.4,P,7.8,P,8.0,P,6.7,P,5.3,P,11.2,P
346,USGS,2035000,2023-04-04,0.22,P,0.15,P,0.19,P,7070,P,17.7,P,15.5,P,16.4,P,185.0,P,147.0,P,171.0,P,10.0,P,9.2,P,9.5,P,8.1,P,7.8,P,7.9,P,10.2,P,6.5,P,14.0,P
347,USGS,2035000,2023-04-05,0.21,P,0.19,P,0.19,P,7160,P,19.1,P,17.4,P,18.2,P,203.0,P,185.0,P,197.0,P,9.5,P,8.8,P,9.1,P,8.0,P,7.8,P,7.9,P,11.0,P,8.6,P,14.7,P
348,USGS,2035000,2023-04-06,0.2,P,0.18,P,0.19,P,7390,P,20.5,P,19.1,P,20.0,P,211.0,P,203.0,P,209.0,P,8.9,P,8.4,P,8.6,P,8.0,P,7.8,P,7.9,P,10.4,P,8.0,P,13.0,P
349,USGS,2035000,2023-04-07,0.22,P,0.17,P,0.18,P,6590,P,20.1,P,16.9,P,18.8,P,213.0,P,171.0,P,188.0,P,8.5,P,8.0,P,8.2,P,7.8,P,7.6,P,7.7,P,9.4,P,7.4,P,11.9,P
350,USGS,2035000,2023-04-08,0.25,P,0.21,P,0.23,P,6080,P,16.9,P,14.4,P,15.8,P,171.0,P,136.0,P,149.0,P,9.5,P,8.5,P,9.1,P,7.7,P,7.6,P,7.6,P,8.4,P,7.1,P,11.1,P
351,USGS,2035000,2023-04-09,0.26,P,0.24,P,0.25,P,5630,P,15.4,P,13.6,P,14.4,P,137.0,P,133.0,P,136.0,P,10.2,P,9.5,P,9.9,P,7.8,P,7.6,P,7.7,P,7.3,P,6.1,P,14.9,P
352,USGS,2035000,2023-04-10,0.27,P,0.24,P,0.26,P,5500,P,15.6,P,13.7,P,14.4,P,139.0,P,133.0,P,138.0,P,10.4,P,9.8,P,10.1,P,7.9,P,7.7,P,7.8,P,5.9,P,4.7,P,8.0,P
353,USGS,2035000,2023-04-11,0.24,P,0.19,P,0.22,P,5510,P,16.6,P,14.3,P,15.1,P,140.0,P,138.0,P,139.0,P,10.3,P,9.7,P,9.9,P,8.0,P,7.7,P,7.8,P,5.9,P,4.5,P,7.9,P
354,USGS,2035000,2023-04-12,0.19,P,0.15,P,0.16,P,5150,P,18.2,P,15.7,P,16.8,P,145.0,P,138.0,P,142.0,P,10.0,P,9.3,P,9.6,P,8.0,P,7.7,P,7.8,P,6.1,P,4.0,P,10.1,P
355,USGS,2035000,2023-04-13,0.17,P,0.14,P,0.15,P,4720,P,19.5,P,17.1,P,18.2,P,149.0,P,144.0,P,144.0,P,9.7,P,8.9,P,9.2,P,8.0,P,7.7,P,7.8,P,5.1,P,4.2,P,7.0,P
356,USGS,2035000,2023-04-14,0.17,P,0.16,P,0.16,P,4420,P,19.4,P,18.5,P,18.9,P,150.0,P,148.0,P,149.0,P,9.2,P,8.5,P,8.8,P,7.9,P,7.7,P,7.8,P,5.0,P,3.9,P,6.8,P
357,USGS,2035000,2023-04-15,0.16,P,0.13,P,0.15,P,4280,P,20.9,P,18.8,P,19.9,P,152.0,P,148.0,P,150.0,P,9.2,P,8.3,P,8.6,P,7.9,P,7.6,P,7.7,P,5.4,P,4.2,P,6.7,P
358,USGS,2035000,2023-04-16,0.15,P,0.14,P,0.14,P,4750,P,20.7,P,19.9,P,20.4,P,151.0,P,146.0,P,148.0,P,8.6,P,7.9,P,8.2,P,7.8,P,7.6,P,7.6,P,5.7,P,4.4,P,8.5,P
359,USGS,2035000,2023-04-17,0.17,P,0.15,P,0.16,P,4530,P,20.8,P,19.6,P,20.1,P,146.0,P,137.0,P,142.0,P,8.9,P,7.9,P,8.3,P,7.8,P,7.6,P,7.7,P,5.6,P,4.0,P,12.5,P
360,USGS,2035000,2023-04-18,0.18,P,0.16,P,0.17,P,4260,P,19.8,P,18.2,P,19.0,P,141.0,P,137.0,P,140.0,P,9.2,P,8.1,P,8.6,P,7.9,P,7.6,P,7.7,P,4.7,P,3.8,P,6.5,P
361,USGS,2035000,2023-04-19,0.18,P,0.17,P,0.18,P,4150,P,19.9,P,17.6,P,18.6,P,147.0,P,139.0,P,142.0,P,9.4,P,8.4,P,8.8,P,7.9,P,7.6,P,7.7,P,4.7,P,3.4,P,9.1,P
362,USGS,2035000,2023-04-20,0.18,P,0.15,P,0.16,P,4030,P,21.3,P,18.6,P,19.8,P,160.0,P,146.0,P,150.0,P,9.4,P,8.3,P,8.6,P,7.9,P,7.6,P,7.7,P,4.7,P,3.6,P,7.2,P
363,USGS,2035000,2023-04-21,0.18,P,0.16,P,0.17,P,4010,P,22.5,P,20.1,P,21.2,P,170.0,P,160.0,P,166.0,P,9.0,P,8.0,P,8.3,P,7.9,P,7.6,P,7.7,P,4.4,P,3.3,P,16.7,P
364,USGS,2035000,2023-04-22,0.2,P,0.18,P,0.19,P,3860,P,21.5,P,19.9,P,20.9,P,170.0,P,167.0,P,169.0,P,8.1,P,7.6,P,7.8,P,7.7,P,7.6,P,7.6,P,6.1,P,4.3,P,17.1,P
365,USGS,2035000,2023-04-23,0.28,P,0.2,P,0.21,P,4120,P,20.3,P,18.9,P,19.5,P,169.0,P,151.0,P,165.0,P,8.7,P,7.7,P,8.3,P,7.7,P,7.5,P,7.6,P,5.2,P,3.8,P,6.9,P
